"ulb","applicationno","businessservice","createdtime","applicationdate","status","approvalno","approvaldate","createdby"
"Berhampur","BP-BAM-2022-06-14-004716","BPA1","2022-06-14","2022-06-14","APPROVED","BP/BAM/000350","2022-07-13","9c00d59a-d3ef-4671-9885-24d549d99639"
"Bhubaneswar","BP-BMC-2022-07-07-005889","BPA1","2022-07-07","2022-07-23","FIELDINSPECTION_INPROGRESS",NULL,NULL,"a3592dd9-525e-46f2-9cf8-4b7dd3a9e187"
"Bhubaneswar","BP-BMC-2022-07-03-005676","BPA2","2022-07-03","2022-07-09","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"3f514a75-e9fa-4fe5-92b8-2cd2ba3f06a6"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-07-000717","BPA1","2022-02-07","2022-02-08","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"ec434cdf-5183-4ef9-9a0c-13db7d591f27"
"Sambalpur","BP-SMB-2022-06-19-004879","BPA1","2022-06-19","2022-06-27","APPROVED","BP/SMB/000456","2022-07-27","bc316932-7f0e-40bb-bc04-7b7a275071d8"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-20-004919","BPA1","2022-06-20","2022-06-21","APPROVED","BP/BDA/000317","2022-07-07","34e92490-faea-48b0-9460-5748e94c54de"
"Berhampur","BP-BAM-2022-06-01-003982","BPA1","2022-06-01","2022-06-01","APPROVED","BP/BAM/000237","2022-06-10","fb90b607-8109-42ff-badb-47b1641842b2"
"Cuttack","BP-CTC-2022-06-10-004531","BPA1","2022-06-10",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"c1004bbb-8c3f-459b-8e6d-776f21e0a361"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-05-001400","BPA1","2022-03-05","2022-03-16","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-05-16-003635","BPA2","2022-05-16","2022-05-20","FIELDINSPECTION_INPROGRESS",NULL,NULL,"03891331-7fa2-447c-9532-0166ef7c2681"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-30-003080","BPA1","2022-04-30","2022-05-13","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"a5568cc5-e1af-4448-877d-4e9d8352e187"
"Berhampur","BP-BAM-2022-07-04-005750","BPA1","2022-07-04",NULL,"PENDING_APPL_FEE",NULL,NULL,"9bdecfd0-4f81-4327-91dc-8aed9ad02286"
"Sundargarh","BP-SNG-2022-07-27-006639","BPA1","2022-07-27",NULL,"INPROGRESS",NULL,NULL,"3916844a-5948-4cd6-b9c1-bc43ce074f9d"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-21-004945","BPA2","2022-06-21","2022-06-21","FIELDINSPECTION_INPROGRESS",NULL,NULL,"82e80b79-dba4-48dd-8282-59a989037a37"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-09-001546","BPA1","2022-03-09","2022-03-09","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"a5568cc5-e1af-4448-877d-4e9d8352e187"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-09-001551","BPA1","2022-03-09","2022-03-10","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"a1271f99-5fb5-4678-a5c3-e584570e87d6"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-11-001599","BPA1","2022-03-11","2022-03-14","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"a5568cc5-e1af-4448-877d-4e9d8352e187"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-01-003959","BPA1","2022-06-01","2022-06-01","APPROVAL_INPROGRESS",NULL,NULL,"6f189741-69e7-4de4-bde1-66b1c3515d2c"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-16-003636","BPA1","2022-05-16",NULL,"INITIATED",NULL,NULL,"6f189741-69e7-4de4-bde1-66b1c3515d2c"
"Rourkela","BP-RRK-2022-06-01-003984","BPA1","2022-06-01","2022-06-02","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"d29f71e6-4b6c-49e2-8451-561fa43bf4fe"
"Cuttack","BP-CTC-2022-04-22-002765","BPA2","2022-04-22","2022-05-17","APPROVED","BP/CTC/000215","2022-06-02","8323edcd-5059-41f2-971d-568209d90db9"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-11-002407","BPA1","2022-04-11","2022-04-11","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"1536db30-f85e-4d1e-8761-3db642ee8694"
"Sambalpur","BP-SMB-2022-06-03-004173","BPA1","2022-06-03","2022-06-03","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"a281cf0f-59d7-4b48-8cb6-c738d6fc86a3"
"Khordha","BP-KHU-2022-06-20-004922","BPA4","2022-06-20","2022-06-21","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"3910b1ae-6308-4c40-b8ef-92aeb55c91b4"
"Bhubaneswar","BP-BMC-2022-06-02-004043","BPA1","2022-06-02","2022-06-02","FIELDINSPECTION_INPROGRESS",NULL,NULL,"c1004bbb-8c3f-459b-8e6d-776f21e0a361"
"Sambalpur","BP-SMB-2022-02-22-001055","BPA2","2022-02-22","2022-05-14","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL,"65a07334-9279-490f-b2d6-1517b24898c0"
"Bhubaneswar","BP-BMC-2022-07-04-005708","BPA1","2022-07-04","2022-07-07","FIELDINSPECTION_INPROGRESS",NULL,NULL,"04a77734-e1da-4d41-bd62-ccf63f844cd0"
"Rourkela","BP-RRK-2022-04-06-002272","BPA1","2022-04-06","2022-04-07","APPROVED","BP/RRK/000307",NULL,"67e9952b-5b26-4234-a59f-d3e3594046a9"
"Bhubaneswar","BP-BMC-2022-06-20-004930","BPA1","2022-06-20","2022-07-05","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-07-21-006397","BPA2","2022-07-21",NULL,"INITIATED",NULL,NULL,"3718b5c8-795e-40c5-ac1e-1fc9acdd277f"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-03-003142","BPA1","2022-05-03","2022-05-05","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"03891331-7fa2-447c-9532-0166ef7c2681"
"Rourkela","BP-RRK-2022-05-05-003240","BPA1","2022-05-05","2022-06-02","APPROVED","BP/RRK/000252","2022-06-17","c03bf043-7a29-4b74-b4de-6d3a2047ada6"
"Berhampur","BP-BAM-2021-12-28-000221","BPA2","2021-12-28",NULL,"INITIATED",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Cuttack","BP-CTC-2022-05-15-003615","BPA1","2022-05-15","2022-05-18","APPROVED","BP/CTC/000195","2022-05-18","1536db30-f85e-4d1e-8761-3db642ee8694"
"Berhampur","BP-BAM-2022-06-10-004570","BPA1","2022-06-10",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"9c00d59a-d3ef-4671-9885-24d549d99639"
"Berhampur","BP-BAM-2022-07-21-006412","BPA1","2022-07-21",NULL,"INPROGRESS",NULL,NULL,"f1a434a0-8a91-4e6f-95f1-699260b1a554"
"Bhubaneswar","BP-BMC-2022-06-02-004046","BPA1","2022-06-02","2022-06-02","APPROVAL_INPROGRESS",NULL,NULL,"01fb12ac-cac4-4ef5-b908-d5df020d0097"
"Cuttack","BP-CTC-2022-07-24-006497","BPA1","2022-07-24","2022-07-25","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"8b1baf75-38e1-4bbb-88c3-d9cc21204235"
"Berhampur","BP-BAM-2022-06-10-004574","BPA1","2022-06-10",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"9bdecfd0-4f81-4327-91dc-8aed9ad02286"
"Berhampur","BP-BAM-2022-07-18-006252","BPA1","2022-07-18","2022-07-18","APPROVAL_INPROGRESS",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Berhampur","BP-BAM-2022-05-04-003168","BPA1","2022-05-04","2022-05-04","APPROVED","BP/BAM/000269","2022-06-22","f236e7f3-dcb1-41f2-9e3e-656e34abac36"
"Khordha","BP-KHU-2022-06-20-004931","BPA2","2022-06-20",NULL,"DOC_VERIFICATION_INPROGRESS",NULL,NULL,"c5967c95-4b7d-4e5b-b18b-36d6cc2d3037"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-19-006323","BPA1","2022-07-19","2022-07-21","FIELDINSPECTION_INPROGRESS",NULL,NULL,"4367b4e4-46a6-4bd1-bcd1-fd5a4b9c29c3"
"Bhubaneswar","BP-BMC-2022-06-13-004670","BPA1","2022-06-13","2022-06-21","FIELDINSPECTION_INPROGRESS",NULL,NULL,"6f189741-69e7-4de4-bde1-66b1c3515d2c"
"Cuttack","BP-CTC-2022-07-25-006498","BPA1","2022-07-25",NULL,"PENDING_APPL_FEE",NULL,NULL,"8b1baf75-38e1-4bbb-88c3-d9cc21204235"
"Cuttack","BP-CTC-2022-04-04-002188","BPA2","2022-04-04","2022-04-08","APPROVED","BP/CTC/000226",NULL,"c5967c95-4b7d-4e5b-b18b-36d6cc2d3037"
"Bhubaneswar","BP-BMC-2022-07-06-005814","BPA1","2022-07-06","2022-07-07","FIELDINSPECTION_INPROGRESS",NULL,NULL,"026558e5-8eff-4d97-afb6-2107da8dcc5c"
"Bhubaneswar","BP-BMC-2022-07-27-006641","BPA2","2022-07-27",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"82952b85-b38a-4e17-8c1d-ce3e2b9a5cf2"
"Bhubaneswar","BP-BMC-2022-06-17-004789","BPA1","2022-06-17","2022-06-26","FIELDINSPECTION_INPROGRESS",NULL,NULL,"82952b85-b38a-4e17-8c1d-ce3e2b9a5cf2"
"Bhubaneswar","BP-BMC-2022-07-07-005853","BPA1","2022-07-07","2022-07-07","FIELDINSPECTION_INPROGRESS",NULL,NULL,"026558e5-8eff-4d97-afb6-2107da8dcc5c"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-26-006597","BPA2","2022-07-26","2022-07-28","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"bb616f61-df6a-4595-be55-7386098a69c6"
"Bhubaneswar","BP-BMC-2022-06-23-005053","BPA1","2022-06-23","2022-06-23","FIELDINSPECTION_INPROGRESS",NULL,NULL,"3f514a75-e9fa-4fe5-92b8-2cd2ba3f06a6"
"Bhubaneswar","BP-BMC-2022-06-11-004608","BPA1","2022-06-11",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"ec434cdf-5183-4ef9-9a0c-13db7d591f27"
"Sambalpur","BP-SMB-2022-07-25-006499","BPA1","2022-07-25",NULL,"INITIATED",NULL,NULL,"c292ce79-8669-4135-ae18-ad41cdd7f285"
"Berhampur","BP-BAM-2022-07-02-005655","BPA1","2022-07-02",NULL,"PENDING_APPL_FEE",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Berhampur","BP-BAM-2022-04-12-002478","BPA1","2022-04-12","2022-04-12","APPROVED","BP/BAM/000197","2022-05-19","f1a434a0-8a91-4e6f-95f1-699260b1a554"
"Berhampur","BP-BAM-2022-05-07-003309","BPA1","2022-05-07","2022-05-07","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"f236e7f3-dcb1-41f2-9e3e-656e34abac36"
"Bhubaneswar","BP-BMC-2022-01-29-000591","BPA2","2022-01-29","2022-02-14","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"c5d524c5-2306-4ad4-a366-39ffe89e3921"
"Bhubaneswar","BP-BMC-2022-04-12-002481","BPA1","2022-04-12","2022-04-12","APPROVED","BP/BMC/000324","2022-07-08","65a07334-9279-490f-b2d6-1517b24898c0"
"Sambalpur","BP-SMB-2022-07-25-006500","BPA1","2022-07-25",NULL,"INPROGRESS",NULL,NULL,"c292ce79-8669-4135-ae18-ad41cdd7f285"
"Cuttack","BP-CTC-2022-07-02-005650","BPA1","2022-07-02","2022-07-25","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"978d986c-61b9-4b89-b791-e192dd9f1b44"
"Bhubaneswar","BP-BMC-2022-06-21-004942","BPA1","2022-06-21","2022-06-21","APPROVAL_INPROGRESS",NULL,NULL,"34e92490-faea-48b0-9460-5748e94c54de"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-30-005611","BPA1","2022-06-30","2022-07-11","FIELDINSPECTION_INPROGRESS",NULL,NULL,"882634b8-a839-488a-8e28-8cd158c1dbec"
"Bhubaneswar","BP-BMC-2022-06-23-005061","BPA2","2022-06-23","2022-06-23","FIELDINSPECTION_INPROGRESS",NULL,NULL,"3718b5c8-795e-40c5-ac1e-1fc9acdd277f"
"Bhubaneswar","BP-BMC-2022-06-11-004605","BPA1","2022-06-11","2022-06-11","APPROVAL_INPROGRESS",NULL,NULL,"b60caaee-6c29-48ac-bfba-0a5df78df490"
"Bhubaneswar","BP-BMC-2022-03-21-001865","BPA1","2022-03-21","2022-06-05","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"4367b4e4-46a6-4bd1-bcd1-fd5a4b9c29c3"
"Cuttack","BP-CTC-2022-07-05-005762","BPA2","2022-07-05","2022-07-05","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL,"ad4e35bc-b75b-4e9e-b135-9410570ad273"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-23-002791","BPA1","2022-04-23","2022-05-04","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"658fc06a-a16c-4d56-b8a8-193a40fbaee1"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-06-001436","BPA1","2022-03-06","2022-03-16","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"c04c57d6-db6b-4304-bf19-789cfc1a3924"
"Bhubaneswar","BP-BMC-2022-06-23-005065","BPA1","2022-06-23","2022-06-23","FIELDINSPECTION_INPROGRESS",NULL,NULL,"6f132738-0c83-418a-9dfc-94d0250c5494"
"Berhampur","BP-BAM-2022-06-02-004051","BPA1","2022-06-02",NULL,"INITIATED",NULL,NULL,"9bdecfd0-4f81-4327-91dc-8aed9ad02286"
"Cuttack","BP-CTC-2022-06-10-004541","BPA1","2022-06-10",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"c1004bbb-8c3f-459b-8e6d-776f21e0a361"
"Bhubaneswar","BP-BMC-2022-07-07-005892","BPA1","2022-07-07","2022-07-08","APPROVAL_INPROGRESS",NULL,NULL,"3bb72028-ecec-4a2d-91ea-ea47654098d8"
"Berhampur","BP-BAM-2022-05-08-003354","BPA1","2022-05-08","2022-05-09","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"fb90b607-8109-42ff-badb-47b1641842b2"
"Bhubaneswar","BP-BMC-2022-07-05-005759","BPA1","2022-07-05","2022-07-05","APPROVAL_INPROGRESS",NULL,NULL,"ad4e35bc-b75b-4e9e-b135-9410570ad273"
"Bhubaneswar","BP-BMC-2022-06-14-004706","BPA4","2022-06-14",NULL,"INITIATED",NULL,NULL,"82e80b79-dba4-48dd-8282-59a989037a37"
"Bhubaneswar","BP-BMC-2022-07-20-006336","BPA1","2022-07-20",NULL,"PENDING_APPL_FEE",NULL,NULL,"04a77734-e1da-4d41-bd62-ccf63f844cd0"
"Berhampur","BP-BAM-2022-06-10-004538","BPA1","2022-06-10",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"9bdecfd0-4f81-4327-91dc-8aed9ad02286"
"Sambalpur","BP-SMB-2022-07-25-006501","BPA1","2022-07-25","2022-07-25","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"c292ce79-8669-4135-ae18-ad41cdd7f285"
"Bhubaneswar","BP-BMC-2022-06-11-004593","BPA1","2022-06-11",NULL,"INITIATED",NULL,NULL,"38f26208-1533-4151-b2d8-fd8058c47d18"
"Cuttack","BP-CTC-2022-06-11-004607","BPA1","2022-06-11","2022-06-11","APPROVED","BP/CTC/000274","2022-06-23","8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Berhampur","BP-BAM-2022-05-12-003552","BPA1","2022-05-12","2022-05-12","APPROVED","BP/BAM/000244","2022-06-12","c04c57d6-db6b-4304-bf19-789cfc1a3924"
"Bhubaneswar","BP-BMC-2022-07-28-006646","BPA2","2022-07-28","2022-07-28","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"abe089a8-6fc1-42e7-95c7-07ef9dbac41f"
"Bhubaneswar","BP-BMC-2022-07-07-005897","BPA1","2022-07-07",NULL,"PENDING_APPL_FEE",NULL,NULL,"540115c5-8571-498d-8b58-382afe00c155"
"Bhubaneswar","BP-BMC-2022-03-16-001750","BPA2","2022-03-16","2022-03-16","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"b9541811-fda4-4164-840a-f6e78c98b83a"
"Sambalpur","BP-SMB-2022-04-07-002340","BPA1","2022-04-07",NULL,"APPROVED","BP/SMB/000228","2022-06-08","a281cf0f-59d7-4b48-8cb6-c738d6fc86a3"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-24-001930","BPA2","2022-03-24","2022-03-24","CITIZEN_ACTION_PENDING_AT_APP_L1_VERIF",NULL,NULL,"3bb72028-ecec-4a2d-91ea-ea47654098d8"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-28-005520","BPA1","2022-06-28",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"5a107bdc-9c90-41cd-96af-4919360c7eaf"
"Berhampur","BP-BAM-2022-07-06-005838","BPA1","2022-07-06","2022-07-16","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"afacb7a2-1679-4062-b62d-16794c77dae2"
"Bhubaneswar","BP-BMC-2022-06-17-004791","BPA1","2022-06-17","2022-06-17","FIELDINSPECTION_INPROGRESS",NULL,NULL,"ec434cdf-5183-4ef9-9a0c-13db7d591f27"
"Berhampur","BP-BAM-2022-07-16-006201","BPA1","2022-07-16","2022-07-16","APPROVAL_INPROGRESS",NULL,NULL,"afacb7a2-1679-4062-b62d-16794c77dae2"
"Bhubaneswar","BP-BMC-2022-07-20-006337","BPA1","2022-07-20","2022-07-27","FIELDINSPECTION_INPROGRESS",NULL,NULL,"119d1eaa-db3c-48fd-8fa5-af73bf07d0ac"
"Bhubaneswar","BP-BMC-2022-07-28-006647","BPA1","2022-07-28",NULL,"INITIATED",NULL,NULL,"fc256e68-c009-4a54-a725-3422e4ab24c7"
"Berhampur","BP-BAM-2022-06-21-004933","BPA1","2022-06-21",NULL,"INITIATED",NULL,NULL,"9c00d59a-d3ef-4671-9885-24d549d99639"
"Bhubaneswar","BP-BMC-2022-06-28-005525","BPA2","2022-06-28",NULL,"INITIATED",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Bhubaneswar","BP-BMC-2022-07-28-006649","BPA1","2022-07-28",NULL,"INITIATED",NULL,NULL,"50c60c54-9b8d-4460-b5a6-2184b9851d95"
"Testing","BP-TST-2022-05-29-003838","BPA1","2022-05-29",NULL,"PENDING_APPL_FEE",NULL,NULL,"7e03d254-f01e-4d62-95dc-282556c8e1e2"
"Berhampur","BP-BAM-2022-06-20-004911","BPA1","2022-06-20","2022-06-24","APPROVED","BP/BAM/000336","2022-07-10","9c00d59a-d3ef-4671-9885-24d549d99639"
"Bhubaneswar","BP-BMC-2022-07-02-005658","BPA1","2022-07-02","2022-07-08","APPROVAL_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-06-14-004710","BPA4","2022-06-14",NULL,"INITIATED",NULL,NULL,"82e80b79-dba4-48dd-8282-59a989037a37"
"Rourkela","BP-RRK-2022-06-18-004816","BPA1","2022-06-18","2022-06-18","APPROVED","BP/RRK/000309","2022-07-05","5710255c-6933-4713-b32b-766d51ef3bb5"
"Cuttack","BP-CTC-2022-07-05-005807","BPA1","2022-07-05","2022-07-06","APPROVED","BP/CTC/000376","2022-07-16","7df76f4c-09f6-454c-8296-62d2d650e763"
"Cuttack","BP-CTC-2022-05-17-003643","BPA1","2022-05-17","2022-05-18","APPROVED","BP/CTC/000203","2022-05-29","8b1baf75-38e1-4bbb-88c3-d9cc21204235"
"Bhubaneswar","BP-BMC-2022-07-02-005659","BPA1","2022-07-02",NULL,"INITIATED",NULL,NULL,"899a6fd1-047d-47f1-a919-f48d787cdf1e"
"Bhubaneswar","BP-BMC-2022-05-18-003692","BPA1","2022-05-18","2022-05-30","FIELDINSPECTION_INPROGRESS",NULL,NULL,"713a731f-56ed-4dd4-835a-824497528c6f"
"Bhubaneswar","BP-BMC-2022-05-30-003855","BPA1","2022-05-30","2022-05-30","FIELDINSPECTION_INPROGRESS",NULL,NULL,"6d30bff4-987c-4023-ad20-6722f185e080"
"Bhubaneswar","BP-BMC-2022-07-25-006502","BPA1","2022-07-25",NULL,"INPROGRESS",NULL,NULL,"cb634ada-ad0a-492c-9321-685822694169"
"Bhubaneswar","BP-BMC-2022-05-19-003737","BPA2","2022-05-19",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"0fda0bee-5adc-402a-8cd8-548ee45e9bfc"
"Rourkela","BP-RRK-2022-05-20-003804","BPA1","2022-05-20",NULL,"INITIATED",NULL,NULL,"d29f71e6-4b6c-49e2-8451-561fa43bf4fe"
"Berhampur","BP-BAM-2022-06-18-004817","BPA1","2022-06-18",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"f236e7f3-dcb1-41f2-9e3e-656e34abac36"
"Sambalpur","BP-SMB-2022-06-28-005528","BPA1","2022-06-28","2022-06-29","FIELDINSPECTION_INPROGRESS",NULL,NULL,"a281cf0f-59d7-4b48-8cb6-c738d6fc86a3"
"Bhubaneswar","BP-BMC-2022-03-05-001413","BPA1","2022-03-05","2022-04-05","APPROVED","BP/BMC/000466","2022-07-28","4367b4e4-46a6-4bd1-bcd1-fd5a4b9c29c3"
"Kalinganagardevelopmentauthority","BP-KDA-2022-06-10-004543","BPA2","2022-06-10","2022-06-10","FIELDINSPECTION_INPROGRESS",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Rourkela","BP-RRK-2022-05-30-003864","BPA1","2022-05-30",NULL,"INITIATED",NULL,NULL,"d29f71e6-4b6c-49e2-8451-561fa43bf4fe"
"Bhubaneswar","BP-BMC-2022-05-30-003865","BPA1","2022-05-30","2022-05-30","FIELDINSPECTION_INPROGRESS",NULL,NULL,"01fb12ac-cac4-4ef5-b908-d5df020d0097"
"Bhubaneswar","BP-BMC-2022-05-30-003881","BPA1","2022-05-30","2022-05-31","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-04-21-002721","BPA1","2022-04-21","2022-05-30","FIELDINSPECTION_INPROGRESS",NULL,NULL,"80715b94-326e-494f-8664-4cef679d5e99"
"Bhubaneswar","BP-BMC-2022-04-05-002248","BPA1","2022-04-05","2022-06-01","FIELDINSPECTION_INPROGRESS",NULL,NULL,"d29f71e6-4b6c-49e2-8451-561fa43bf4fe"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-02-001270","BPA1","2022-03-02","2022-03-23","APPROVAL_INPROGRESS",NULL,NULL,"9cb955e4-3e54-4d7d-8cc8-8a20c1217d94"
"Berhampur","BP-BAM-2022-05-16-003640","BPA1","2022-05-16","2022-05-17","APPROVED","BP/BAM/000287","2022-06-28","f999af3a-ce00-484a-b770-f593f3e28f36"
"Berhampur","BP-BAM-2022-07-02-005660","BPA2","2022-07-02","2022-07-07","FIELDINSPECTION_INPROGRESS",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Bhubaneswar","BP-BMC-2022-06-28-005527","BPA2","2022-06-28",NULL,"PENDING_APPL_FEE",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Bhubaneswar","BP-BMC-2022-04-21-002704","BPA1","2022-04-21","2022-04-21","APPROVED","BP/BMC/000219","2022-06-03","01fb12ac-cac4-4ef5-b908-d5df020d0097"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-23-002798","BPA1","2022-04-23","2022-05-30","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"b53e7853-7cd5-4ba3-83ea-a186662cb683"
"Berhampur","BP-BAM-2022-05-12-003537","BPA1","2022-05-12","2022-05-13","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"04a77734-e1da-4d41-bd62-ccf63f844cd0"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-07-001453","BPA1","2022-03-07","2022-03-10","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Berhampurdevelopmentauthority","BP-BED-2022-05-31-003901","BPA1","2022-05-31",NULL,"INITIATED",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Bhubaneswar","BP-BMC-2022-04-14-002535","BPA2","2022-04-14",NULL,"APPROVAL_INPROGRESS",NULL,NULL,"c8a3e21c-0318-4aac-abfe-98cd737469bf"
"Berhampur","BP-BAM-2022-06-18-004818","BPA1","2022-06-18",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"f236e7f3-dcb1-41f2-9e3e-656e34abac36"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-12-001625","BPA1","2022-03-12","2022-03-12","APPROVAL_INPROGRESS",NULL,NULL,"026558e5-8eff-4d97-afb6-2107da8dcc5c"
"Cuttack","BP-CTC-2022-06-27-005472","BPA1","2022-06-27",NULL,"INITIATED",NULL,NULL,"978d986c-61b9-4b89-b791-e192dd9f1b44"
"Bhubaneswar","BP-BMC-2022-05-09-003404","BPA1","2022-05-09","2022-05-19","FIELDINSPECTION_INPROGRESS",NULL,NULL,"bc56cb85-dc5b-4013-8148-ba2d565acc20"
"Berhampur","BP-BAM-2022-05-07-003333","BPA1","2022-05-07","2022-05-11","APPROVED","BP/BAM/000206","2022-05-31","ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Cuttack","BP-CTC-2022-05-31-003900","BPA1","2022-05-31",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"c1004bbb-8c3f-459b-8e6d-776f21e0a361"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-23-005028","BPA1","2022-06-23",NULL,"APPROVAL_INPROGRESS",NULL,NULL,"04a77734-e1da-4d41-bd62-ccf63f844cd0"
"Cuttack","BP-CTC-2022-04-11-002428","BPA2","2022-04-11","2022-06-21","APPROVED","BP/CTC/000331","2022-07-09","c1004bbb-8c3f-459b-8e6d-776f21e0a361"
"Bhubaneswar","BP-BMC-2022-02-04-000688","BPA1","2022-02-04","2022-02-08","APPROVAL_INPROGRESS",NULL,NULL,"03891331-7fa2-447c-9532-0166ef7c2681"
"Bhubaneswar","BP-BMC-2022-06-14-004712","BPA1","2022-06-14",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"4f91db32-3a8c-4ac4-8100-aba0175f75a1"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-11-004587","BPA2","2022-06-11","2022-06-11","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL,"7ac2082c-09be-46cd-9fc2-24b7ba6baa1e"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-21-004940","BPA1","2022-06-21",NULL,"INPROGRESS",NULL,NULL,"b9541811-fda4-4164-840a-f6e78c98b83a"
