"ulb","applicationno","businessservice","createdtime","applicationdate","status","approvalno","approvaldate","createdby"
"Berhampur","BP-BAM-2022-07-22-006438","BPA1","2022-07-22",NULL,"INITIATED",NULL,NULL,"f1a434a0-8a91-4e6f-95f1-699260b1a554"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-14-000858","BPA1","2022-02-14","2022-02-18","APPROVED","BP/BDA/000352","2022-07-13","db2c708e-b12b-49c0-9b88-71f5dfe5f00c"
"Bhubaneswar","BP-BMC-2022-03-05-001395","BPA1","2022-03-05","2022-03-11","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"03891331-7fa2-447c-9532-0166ef7c2681"
"Bhubaneswar","BP-BMC-2022-07-29-006705","BPA1","2022-07-29",NULL,"INITIATED",NULL,NULL,"9a5be53c-3478-4633-a52a-1be0e7b014b3"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-18-000955","BPA1","2022-02-18","2022-07-29","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Bhubaneswar","BP-BMC-2022-06-04-004298","BPA2","2022-06-04","2022-06-16","APPROVAL_INPROGRESS",NULL,NULL,"b9ef6d78-022f-4882-a85a-468b3739777f"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-04-003162","BPA1","2022-05-04","2022-07-02","APPROVAL_INPROGRESS",NULL,NULL,"026558e5-8eff-4d97-afb6-2107da8dcc5c"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-24-001931","BPA1","2022-03-24","2022-03-25","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"6f132738-0c83-418a-9dfc-94d0250c5494"
"Bhubaneswar","BP-BMC-2022-07-29-006707","BPA2","2022-07-29",NULL,"INITIATED",NULL,NULL,"b9ef6d78-022f-4882-a85a-468b3739777f"
"Bhubaneswar","BP-BMC-2022-02-17-000950","BPA1","2022-02-17","2022-02-19","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"a2d8369e-1767-472f-b6ca-ac6483273686"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-15-004723","BPA1","2022-06-15","2022-06-15","APPROVED","BP/BDA/000393","2022-07-19","01fb12ac-cac4-4ef5-b908-d5df020d0097"
"Bhubaneswar","BP-BMC-2022-06-13-004671","BPA1","2022-06-13","2022-06-23","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"a38a5e5b-48a9-4463-9870-180fce189220"
"Bhubaneswar","BP-BMC-2022-07-10-005978","BPA1","2022-07-10","2022-07-27","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"3f514a75-e9fa-4fe5-92b8-2cd2ba3f06a6"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-13-003583","BPA1","2022-05-13","2022-05-14","APPROVAL_INPROGRESS",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Berhampur","BP-BAM-2022-07-06-005811","BPA1","2022-07-06","2022-07-08","APPROVED","BP/BAM/000431","2022-07-23","9130547b-3a6b-4929-a740-83de41fa99a4"
"Bhubaneswar","BP-BMC-2022-02-04-000689","BPA2","2022-02-04","2022-02-07","APPROVAL_INPROGRESS",NULL,NULL,"56854c26-a6d4-425f-a6b8-4f2ea838ed33"
"Cuttack","BP-CTC-2022-07-07-005900","BPA1","2022-07-07","2022-07-07","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-08-005923","BPA1","2022-07-08","2022-07-09","FIELDINSPECTION_INPROGRESS",NULL,NULL,"2173a317-0ee2-4564-9ca8-5066ffabfdab"
"Bhubaneswar","BP-BMC-2022-02-16-000902","BPA2","2022-02-16","2022-02-18","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"ad015a6e-a092-4532-bf06-7900bfd67cbb"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-17-006226","BPA1","2022-07-17","2022-07-26","FIELDINSPECTION_INPROGRESS",NULL,NULL,"a8d707db-6ef0-4a25-8a83-d4ef6e9b8f81"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-20-003790","BPA1","2022-05-20","2022-05-31","APPROVED","BP/BDA/000311","2022-07-06","5a107bdc-9c90-41cd-96af-4919360c7eaf"
"Sambalpur","BP-SMB-2022-06-21-004971","BPA1","2022-06-21","2022-07-13","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"8a0fa076-5039-49b9-a367-133b4181fffe"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-05-005766","BPA2","2022-07-05","2022-07-05","APPROVAL_INPROGRESS",NULL,NULL,"ad4e35bc-b75b-4e9e-b135-9410570ad273"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-13-006096","BPA4","2022-07-13",NULL,"INITIATED",NULL,NULL,"74f05717-56d7-40d3-a07a-292b257cc0e4"
"Bhubaneswar","BP-BMC-2022-07-14-006102","BPA1","2022-07-14","2022-07-14","FIELDINSPECTION_INPROGRESS",NULL,NULL,"255c3fcf-a811-427a-8ec5-cdb88a1c709b"
"Bhubaneswar","BP-BMC-2022-07-14-006104","BPA1","2022-07-14","2022-07-15","FIELDINSPECTION_INPROGRESS",NULL,NULL,"026558e5-8eff-4d97-afb6-2107da8dcc5c"
"Cuttack","BP-CTC-2022-06-27-005453","BPA1","2022-06-27","2022-06-28","APPROVED","BP/CTC/000411","2022-07-21","2173a317-0ee2-4564-9ca8-5066ffabfdab"
"Bhubaneswar","BP-BMC-2022-07-12-006027","BPA1","2022-07-12","2022-07-21","FIELDINSPECTION_INPROGRESS",NULL,NULL,"c5967c95-4b7d-4e5b-b18b-36d6cc2d3037"
"Rourkela","BP-RRK-2022-07-26-006558","BPA1","2022-07-26",NULL,"PENDING_APPL_FEE",NULL,NULL,"0d2957d0-4736-4b49-8640-1605e5d0a041"
"Berhampur","BP-BAM-2022-07-22-006442","BPA1","2022-07-22","2022-07-24","FIELDINSPECTION_INPROGRESS",NULL,NULL,"f1a434a0-8a91-4e6f-95f1-699260b1a554"
"Bhubaneswar","BP-BMC-2022-07-14-006109","BPA2","2022-07-14",NULL,"INITIATED",NULL,NULL,"82765f68-4c07-45ff-8f6e-a04594cbfa64"
"Berhampur","BP-BAM-2022-07-22-006440","BPA1","2022-07-22","2022-07-24","FIELDINSPECTION_INPROGRESS",NULL,NULL,"f1a434a0-8a91-4e6f-95f1-699260b1a554"
"Berhampur","BP-BAM-2022-03-04-001366","BPA1","2022-03-04","2022-03-05","APPROVED","BP/BAM/000347","2022-07-12","0b238455-8f3f-4323-b61d-99a330e6cc00"
"Berhampur","BP-BAM-2022-06-23-005057","BPA1","2022-06-23","2022-06-23","APPROVED","BP/BAM/000328","2022-07-08","f1a434a0-8a91-4e6f-95f1-699260b1a554"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-23-005032","BPA4","2022-06-23","2022-06-23","CITIZEN_ACTION_PENDING_AT_APP_L2_VERIF",NULL,NULL,"3910b1ae-6308-4c40-b8ef-92aeb55c91b4"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-11-000809","BPA2","2022-02-11","2022-02-16","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"6d30bff4-987c-4023-ad20-6722f185e080"
"Rourkela","BP-RRK-2022-02-22-001059","BPA2","2022-02-22","2022-05-11","APPROVED","BP/RRK/000398","2022-07-19","c03bf043-7a29-4b74-b4de-6d3a2047ada6"
"Cuttack","BP-CTC-2022-06-23-005066","BPA1","2022-06-23","2022-07-13","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Berhampur","BP-BAM-2022-05-15-003625","BPA1","2022-05-15","2022-05-16","APPROVED","BP/BAM/000399","2022-07-19","f236e7f3-dcb1-41f2-9e3e-656e34abac36"
"Angul","BP-ANG-2022-07-19-006301","BPA1","2022-07-19","2022-07-21","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"0e075639-9e67-40ea-b1e7-d61ec037c982"
"Bhubaneswar","BP-BMC-2022-03-28-001988","BPA2","2022-03-28","2022-03-29","APPROVED","BP/BMC/000396","2022-07-19","658fc06a-a16c-4d56-b8a8-193a40fbaee1"
"Sambalpur","BP-SMB-2022-07-22-006452","BPA1","2022-07-22",NULL,"INITIATED",NULL,NULL,"c292ce79-8669-4135-ae18-ad41cdd7f285"
"Bhubaneswar","BP-BMC-2022-03-14-001662","BPA1","2022-03-14","2022-03-15","APPROVED","BP/BMC/000425","2022-07-22","0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Berhampurdevelopmentauthority","BP-BED-2022-05-07-003319","BPA1","2022-05-07","2022-06-22","APPROVED","BP/BED/000463","2022-07-27","f236e7f3-dcb1-41f2-9e3e-656e34abac36"
"Berhampur","BP-BAM-2022-04-28-003004","BPA1","2022-04-28","2022-05-04","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL,"f1a434a0-8a91-4e6f-95f1-699260b1a554"
"Bhubaneswar","BP-BMC-2022-05-17-003668","BPA1","2022-05-17","2022-05-30","APPROVED","BP/BMC/000370","2022-07-15","4f91db32-3a8c-4ac4-8100-aba0175f75a1"
"Berhampur","BP-BAM-2022-06-16-004759","BPA1","2022-06-16","2022-06-28","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"f1a434a0-8a91-4e6f-95f1-699260b1a554"
"Berhampur","BP-BAM-2022-06-16-004766","BPA1","2022-06-16","2022-06-16","APPROVED","BP/BAM/000326","2022-07-08","f1a434a0-8a91-4e6f-95f1-699260b1a554"
"Bhubaneswar","BP-BMC-2022-07-18-006259","BPA1","2022-07-18","2022-07-25","APPROVAL_INPROGRESS",NULL,NULL,"5438c653-0daf-4a92-b272-d4991734a9c7"
"Berhampur","BP-BAM-2022-06-28-005478","BPA1","2022-06-28","2022-06-30","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"4f37ce98-e6a6-40cf-b0b0-85dbc7e36b7a"
"Bhubaneswar","BP-BMC-2022-07-12-006026","BPA1","2022-07-12","2022-07-13","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Cuttack","BP-CTC-2022-07-17-006222","BPA1","2022-07-17","2022-07-18","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"1536db30-f85e-4d1e-8761-3db642ee8694"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-04-003169","BPA1","2022-05-04","2022-05-04","APPROVAL_INPROGRESS",NULL,NULL,"a5568cc5-e1af-4448-877d-4e9d8352e187"
"Sambalpur","BP-SMB-2022-04-13-002514","BPA1","2022-04-13","2022-07-11","APPROVAL_INPROGRESS",NULL,NULL,"7c8e4712-df4c-4ebf-b500-05d064bff8cf"
"Bhubaneswar","BP-BMC-2022-03-30-002031","BPA1","2022-03-30","2022-04-13","APPROVED","BP/BMC/000445","2022-07-25","0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Cuttack","BP-CTC-2022-07-06-005809","BPA1","2022-07-06","2022-07-06","APPROVED","BP/CTC/000377","2022-07-16","7df76f4c-09f6-454c-8296-62d2d650e763"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-17-000935","BPA1","2022-02-17","2022-03-04","APPROVED","BP/BDA/000300","2022-06-30","b9541811-fda4-4164-840a-f6e78c98b83a"
"Bhubaneswar","BP-BMC-2022-06-20-004913","BPA1","2022-06-20","2022-06-23","FIELDINSPECTION_INPROGRESS",NULL,NULL,"f60a138a-a234-41d4-b654-d1b7d470642f"
"Bhubaneswar","BP-BMC-2022-03-14-001661","BPA1","2022-03-14","2022-03-16","APPROVED","BP/BMC/000358","2022-07-13","0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Berhampur","BP-BAM-2022-06-20-004907","BPA1","2022-06-20","2022-06-20","APPROVED","BP/BAM/000333","2022-07-10","f1a434a0-8a91-4e6f-95f1-699260b1a554"
"Cuttack","BP-CTC-2022-07-06-005808","BPA1","2022-07-06",NULL,"INITIATED",NULL,NULL,"7df76f4c-09f6-454c-8296-62d2d650e763"
"Bhubaneswar","BP-BMC-2022-03-23-001899","BPA1","2022-03-23","2022-03-23","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL,"b70d7600-c285-4969-b13c-f2a36534d1c0"
"Bhubaneswar","BP-BMC-2022-02-21-001012","BPA1","2022-02-21","2022-02-21","APPROVED","BP/BMC/000340","2022-07-11","db2c708e-b12b-49c0-9b88-71f5dfe5f00c"
"Berhampur","BP-BAM-2022-04-29-003045","BPA1","2022-04-29","2022-04-29","APPROVED","BP/BAM/000310","2022-07-06","f236e7f3-dcb1-41f2-9e3e-656e34abac36"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-02-005667","BPA1","2022-07-02","2022-07-04","APPROVED","BP/BDA/000319","2022-07-07","34e92490-faea-48b0-9460-5748e94c54de"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-11-004594","BPA1","2022-06-11","2022-06-11","APPROVED","BP/BDA/000390","2022-07-19","01fb12ac-cac4-4ef5-b908-d5df020d0097"
"Berhampur","BP-BAM-2022-06-03-004250","BPA1","2022-06-03","2022-06-03","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"9130547b-3a6b-4929-a740-83de41fa99a4"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-20-001837","BPA1","2022-03-20","2022-03-29","APPROVED","BP/BDA/000322","2022-07-07","de178475-81e8-4ce7-8761-83675ebb357e"
"Bhubaneswar","BP-BMC-2022-03-16-001748","BPA1","2022-03-16","2022-03-16","APPROVED","BP/BMC/000403","2022-07-20","0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Vyasanagar","BP-VSN-2022-07-07-005887","BPA1","2022-07-07","2022-07-07","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Bhubaneswar","BP-BMC-2022-07-22-006458","BPA1","2022-07-22","2022-07-22","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-07-005886","BPA1","2022-07-07","2022-07-08","APPROVAL_INPROGRESS",NULL,NULL,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c"
"Bhubaneswar","BP-BMC-2022-04-08-002351","BPA1","2022-04-08","2022-07-25","FIELDINSPECTION_INPROGRESS",NULL,NULL,"914e8679-942b-4608-828b-3b848fc39348"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-27-005467","BPA1","2022-06-27","2022-06-30","APPROVAL_INPROGRESS",NULL,NULL,"3bb72028-ecec-4a2d-91ea-ea47654098d8"
"Berhampur","BP-BAM-2022-06-11-004610","BPA1","2022-06-11","2022-06-11","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"9130547b-3a6b-4929-a740-83de41fa99a4"
"Sambalpur","BP-SMB-2022-07-13-006091","BPA1","2022-07-13","2022-07-15","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"a281cf0f-59d7-4b48-8cb6-c738d6fc86a3"
"Vyasanagar","BP-VSN-2022-04-27-002938","BPA1","2022-04-27","2022-06-29","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-04-003154","BPA1","2022-05-04","2022-05-04","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"57997602-12ff-4912-b992-ed1611c41f10"
"Cuttack","BP-CTC-2022-06-23-005067","BPA1","2022-06-23","2022-06-26","APPROVED","BP/CTC/000334","2022-07-10","0cb3f1ae-7d97-4bc6-b19b-b0db65792cbd"
"Berhampurdevelopmentauthority","BP-BED-2022-07-19-006312","BPA2","2022-07-19","2022-07-19","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL,"f1a434a0-8a91-4e6f-95f1-699260b1a554"
"Bhubaneswar","BP-BMC-2022-03-16-001769","BPA1","2022-03-16","2022-05-04","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"3718b5c8-795e-40c5-ac1e-1fc9acdd277f"
"Berhampurdevelopmentauthority","BP-BED-2022-06-21-004943","BPA1","2022-06-21","2022-06-21","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"9c00d59a-d3ef-4671-9885-24d549d99639"
"Bhubaneswar","BP-BMC-2022-02-28-001235","BPA1","2022-02-28","2022-03-10","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"715c05d5-ad94-420c-9a86-8f6b7fb901b5"
"Chatrapur","BP-CHH-2022-07-15-006162","BPA1","2022-07-15","2022-07-16","APPROVAL_INPROGRESS",NULL,NULL,"9c00d59a-d3ef-4671-9885-24d549d99639"
"Bhubaneswar","BP-BMC-2022-02-11-000800","BPA1","2022-02-11","2022-04-08","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c"
"Berhampur","BP-BAM-2022-06-29-005568","BPA1","2022-06-29","2022-07-05","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL,"9130547b-3a6b-4929-a740-83de41fa99a4"
"Sundargarh","BP-SNG-2022-05-18-003694","BPA2","2022-05-18","2022-07-14","FIELDINSPECTION_INPROGRESS",NULL,NULL,"01bfd205-faa3-4d4f-bcba-f9762f16eeb3"
"Berhampur","BP-BAM-2022-07-22-006441","BPA1","2022-07-22","2022-07-24","FIELDINSPECTION_INPROGRESS",NULL,NULL,"f1a434a0-8a91-4e6f-95f1-699260b1a554"
"Berhampur","BP-BAM-2022-07-22-006437","BPA1","2022-07-22","2022-07-24","FIELDINSPECTION_INPROGRESS",NULL,NULL,"f1a434a0-8a91-4e6f-95f1-699260b1a554"
"Rourkela","BP-RRK-2022-06-22-004987","BPA1","2022-06-22","2022-06-22","APPROVED","BP/RRK/000450","2022-07-26","c03bf043-7a29-4b74-b4de-6d3a2047ada6"
"Rourkela","BP-RRK-2022-05-30-003869","BPA1","2022-05-30","2022-06-25","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"0d2957d0-4736-4b49-8640-1605e5d0a041"
"Bhubaneswar","BP-BMC-2022-03-23-001906","BPA1","2022-03-23","2022-03-23","APPROVED","BP/BMC/000418","2022-07-22","db2c708e-b12b-49c0-9b88-71f5dfe5f00c"
"Berhampur","BP-BAM-2022-07-03-005679","BPA1","2022-07-03","2022-07-05","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL,"9bdecfd0-4f81-4327-91dc-8aed9ad02286"
"Bhubaneswar","BP-BMC-2022-07-11-005988","BPA1","2022-07-11","2022-07-11","FIELDINSPECTION_INPROGRESS",NULL,NULL,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c"
"Bhubaneswar","BP-BMC-2022-03-18-001822","BPA2","2022-03-18","2022-03-18","CITIZEN_ACTION_PENDING_AT_APP_L1_VERIF",NULL,NULL,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-08-001472","BPA1","2022-03-08","2022-03-10","APPROVED","BP/BDA/000453","2022-07-26","04a77734-e1da-4d41-bd62-ccf63f844cd0"
"Berhampur","BP-BAM-2022-07-05-005803","BPA1","2022-07-05","2022-07-05","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"9bdecfd0-4f81-4327-91dc-8aed9ad02286"
"Berhampur","BP-BAM-2022-07-15-006136","BPA1","2022-07-15","2022-07-16","APPROVAL_INPROGRESS",NULL,NULL,"9c00d59a-d3ef-4671-9885-24d549d99639"
"Berhampur","BP-BAM-2022-06-14-004690","BPA1","2022-06-14","2022-06-14","APPROVED","BP/BAM/000342","2022-07-11","9bdecfd0-4f81-4327-91dc-8aed9ad02286"
"Bhubaneswar","BP-BMC-2022-06-02-004065","BPA1","2022-06-02","2022-06-03","APPROVAL_INPROGRESS",NULL,NULL,"ec434cdf-5183-4ef9-9a0c-13db7d591f27"
"Cuttack","BP-CTC-2022-07-20-006350","BPA1","2022-07-20","2022-07-20","APPROVED","BP/CTC/000413","2022-07-22","8b1baf75-38e1-4bbb-88c3-d9cc21204235"
"Sambalpur","BP-SMB-2022-06-02-004047","BPA1","2022-06-02","2022-06-29","APPROVED","BP/SMB/000344","2022-07-12","b9c359e4-5660-403b-933f-60d2da002ad3"
"Bhubaneswar","BP-BMC-2022-05-14-003591","BPA1","2022-05-14","2022-05-14","APPROVAL_INPROGRESS",NULL,NULL,"e3c56370-ea23-4290-8a8d-d9967316c3b2"
"Cuttack","BP-CTC-2022-07-07-005903","BPA1","2022-07-07","2022-07-07","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Chatrapur","BP-CHH-2022-05-19-003734","BPA1","2022-05-19","2022-07-29","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-21-002706","BPA1","2022-04-21","2022-04-23","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"658fc06a-a16c-4d56-b8a8-193a40fbaee1"
"Berhampur","BP-BAM-2022-06-30-005610","BPA1","2022-06-30","2022-07-01","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"afacb7a2-1679-4062-b62d-16794c77dae2"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-13-003572","BPA1","2022-05-13","2022-05-14","APPROVAL_INPROGRESS",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-20-004926","BPA1","2022-06-20","2022-06-20","APPROVAL_INPROGRESS",NULL,NULL,"d7edd1b0-2748-4579-937c-66a2009b1f33"
"Chatrapur","BP-CHH-2022-04-30-003085","BPA1","2022-04-30","2022-04-30","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"90a1b9bf-ee23-440f-b408-65369cbfb3f7"
"Bhubaneswar","BP-BMC-2022-04-23-002799","BPA1","2022-04-23","2022-05-07","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-28-005492","BPA2","2022-06-28","2022-07-12","FIELDINSPECTION_INPROGRESS",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Cuttack","BP-CTC-2022-07-01-005632","BPA1","2022-07-01","2022-07-06","APPROVED","BP/CTC/000469","2022-07-28","7df76f4c-09f6-454c-8296-62d2d650e763"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-23-005043","BPA1","2022-06-23","2022-06-25","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"882634b8-a839-488a-8e28-8cd158c1dbec"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-23-005044","BPA1","2022-06-23","2022-06-25","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"882634b8-a839-488a-8e28-8cd158c1dbec"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-23-005047","BPA1","2022-06-23","2022-06-25","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"882634b8-a839-488a-8e28-8cd158c1dbec"
"Bhubaneswar","BP-BMC-2022-07-11-005999","BPA1","2022-07-11","2022-07-13","FIELDINSPECTION_INPROGRESS",NULL,NULL,"106cfef2-672b-4159-9ac5-8b1f9f11a123"
"Berhampur","BP-BAM-2022-07-06-005826","BPA1","2022-07-06","2022-07-09","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"afacb7a2-1679-4062-b62d-16794c77dae2"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-24-001125","BPA2","2022-02-24","2022-03-04","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"9fa1213a-aa8f-4e24-acb6-356bbdb88468"
"Berhampur","BP-BAM-2022-06-21-004938","BPA1","2022-06-21","2022-06-21","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"9bdecfd0-4f81-4327-91dc-8aed9ad02286"
"Berhampur","BP-BAM-2022-06-18-004815","BPA1","2022-06-18","2022-06-18","APPROVED","BP/BAM/000454","2022-07-26","fb90b607-8109-42ff-badb-47b1641842b2"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-15-006172","BPA1","2022-07-15","2022-07-15","FIELDINSPECTION_INPROGRESS",NULL,NULL,"5a107bdc-9c90-41cd-96af-4919360c7eaf"
"Berhampur","BP-BAM-2022-07-06-005810","BPA1","2022-07-06","2022-07-08","APPROVED","BP/BAM/000375","2022-07-16","9130547b-3a6b-4929-a740-83de41fa99a4"
"Sambalpur","BP-SMB-2022-07-12-006043","BPA1","2022-07-12","2022-07-12","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"b9c359e4-5660-403b-933f-60d2da002ad3"
"Bhubaneswar","BP-BMC-2022-05-29-003846","BPA1","2022-05-29","2022-05-29","APPROVED","BP/BMC/000351","2022-07-13","bb616f61-df6a-4595-be55-7386098a69c6"
"Sambalpur","BP-SMB-2022-07-12-006045","BPA2","2022-07-12","2022-07-13","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"7c8e4712-df4c-4ebf-b500-05d064bff8cf"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-18-004824","BPA1","2022-06-18","2022-06-20","APPROVAL_INPROGRESS",NULL,NULL,"a007a11d-3f4e-4578-b934-5cf7d2054af0"
"Bhubaneswar","BP-BMC-2022-04-28-003009","BPA1","2022-04-28","2022-04-28","APPROVAL_INPROGRESS",NULL,NULL,"c9cc8503-cbd1-420c-bb7d-b26c7de23338"
